N,time_exact_ortools_vrp,cpc_exact_ortools_vrp,std_exact_ortools_vrp,solved_exact_ortools_vrp,optimal_exact_ortools_vrp,time_exact_milp,cpc_exact_milp,std_exact_milp,solved_exact_milp,optimal_exact_milp,time_exact_dp,cpc_exact_dp,std_exact_dp,solved_exact_dp,optimal_exact_dp,time_exact_pulp,cpc_exact_pulp,std_exact_pulp,solved_exact_pulp,optimal_exact_pulp,time_heuristic_or,cpc_heuristic_or,std_heuristic_or,solved_heuristic_or
5,15.820408759117127,0.5280253493990749,0.09871895219674405,100,100,15.753603296279907,0.5280253493990749,0.09871895219674405,100,100,15.458062863349914,0.5280253493990749,0.09871895219674405,100,100,14.811701188087463,0.5280253493990749,0.09871895219674405,100,100,1.0412373614311219,0.5862955707740038,0.1418616726895963,100
6,0.5473517107963563,0.5686533209805688,0.14448255668472823,100,100,0.7932777953147888,0.5686533209805688,0.14448255668472823,100,100,0.7934607124328613,0.5686533209805688,0.14448255668472823,100,100,0.8626866579055786,0.5686533209805688,0.14448255668472823,100,100,1.2846458506584169,0.5432410726634165,0.13835086529730756,100
7,0.8019424390792846,0.5517507593879211,0.1036064069376352,100,100,1.0254043126106263,0.5517507593879211,0.1036064069376352,100,100,1.046602222919464,0.5517507593879211,0.1036064069376352,100,100,1.1345677614212035,0.5517507593879211,0.1036064069376352,100,100,1.516109642982483,0.5291514796138342,0.10105554484371078,100
