epoch,train_loss,train_cost,val_cost,learning_rate,temperature,baseline_type,baseline_value
0,-0.0001284170275600142,0.8413969532778466,0.8718690314725682,0.0002,2.9993203322173,rollout,0.7113707661628723
1,-3.101979881771892e-05,0.8637698974157652,,0.0001999509027563903,3.0,rollout,
2,-3.9642246469876835e-06,0.9065047746264838,,0.00019980365947861302,2.9993203322173,rollout,
3,3.2311479058269775e-05,0.9015907149548574,,0.00019955841547800645,2.9972820132370437,rollout,
4,-2.0650151526524497e-07,0.8897482937153586,0.8827173162786288,0.00019921541278079054,2.993887095473664,rollout,
5,-2.171362379499442e-07,0.8875258002054731,,0.0001987749898892162,2.989138997321574,rollout,
6,-6.546591952674893e-06,0.8958801500819947,,0.00019823758144750452,2.9830424997131324,rollout,
7,-7.504715654249594e-08,0.9026854182623719,,0.00019760371781290536,2.975603741304654,rollout,
8,-1.3869332312784384e-05,0.8755667295606053,0.8492293332442694,0.00019687402453229879,2.9668302122953,rollout,0.7107328772544861
9,5.202076836023176e-07,0.8546492792391405,,0.00019604922172485585,2.956730746885081,rollout,
10,5.596054205625478e-07,0.8777237347847807,,0.0001951301233713678,2.9453155143795717,rollout,
11,-1.866029288066784e-07,0.8814002905881914,,0.00019411763651094546,2.9325960089502763,rollout,
12,-6.613709254565947e-07,0.8800399402691543,0.8909066346560759,0.00019301276034588104,2.9185850380609764,rollout,
13,-5.140639804797805e-07,0.877999460665881,,0.00019181658525555613,2.903296709571698,rollout,
14,-2.900473313616203e-07,0.8384548313475665,,0.00019053029172036898,2.8867464175332938,rollout,
15,-1.8240297606553212e-07,0.8339207079732175,,0.00018915514915674264,2.868950826686939,rollout,
16,1.3076522587122478e-06,0.8395455278629286,0.8549556604353669,0.00018769251466436445,2.8499278556841467,rollout,0.7110133171081543
17,-1.7990727589752473e-07,0.8512897881037567,,0.00018614383168689242,2.8296966590442096,rollout,
18,-1.7855616941157374e-07,0.8515073660574317,,0.00018451062858745054,2.808277607867219,rollout,
19,-1.7711128104262266e-07,0.8513601419704525,,0.00018279451714031894,2.7856922693220945,rollout,
20,-7.300721210109865e-06,0.850892491727342,0.8436558730727994,0.0001809971909403073,2.761963384930274,rollout,
21,-1.7402108492584982e-07,0.8486528194209447,,0.00017912042373138123,2.737114847666929,rollout,
22,-1.7237163528231272e-07,0.8485575586506185,,0.00017716606765619107,2.711171677902763,rollout,
23,-1.7065429384880795e-07,0.8504767088791885,,0.00017513605142823076,2.68415999821062,rollout,
24,-1.6887072945337423e-07,0.8500565833986158,0.8538663448070138,0.00017303237842843048,2.656107007062269,rollout,0.7100536823272705
25,-2.2679236176751754e-07,0.8571148064134667,,0.0001708571247280615,2.6270409514418445,rollout,
26,-1.651122540617204e-07,0.8668895326399247,,0.00016861243703990454,2.596991098403534,rollout,
27,-1.6314132077847414e-07,0.8655766177269362,,0.00016630053059970337,2.5659877056021285,rollout,
28,-1.6111131069844003e-07,0.8673318814641393,0.8713988308978968,0.00016392368697999463,2.534061990826135,rollout,
29,-1.5902493496848062e-07,0.8652643729476226,,0.00016148425183847118,2.5012461005641056,rollout,
30,4.346256255966334e-06,0.8578994258943275,,0.0001589846326031011,2.46757307763585,rollout,
31,7.3413311281456115e-06,0.852409279092273,,0.000156427296096287,2.4330768279211177,rollout,
32,-1.5244752518128735e-07,0.8540307649282145,0.8603048653458352,0.00015381476610041014,2.397792086219249,rollout,0.7114824056625366
33,6.8890978172930775e-06,0.8512759522928715,,0.00015114962086716193,2.3617543812741784,rollout,
34,4.899671981964578e-06,0.8614911503966554,,0.00014843449057312067,2.325,rollout,
35,-1.454395232750964e-07,0.8812484245168586,,0.0001456720547240849,2.287565950943122,rollout,
36,-1.4301872568012185e-07,0.8798249456567286,0.8883205512043595,0.0001428650395107247,2.249489927017795,rollout,
37,-1.40559530734663e-07,0.8793592023224681,,0.00014001621511816064,2.2108102675525467,rollout,
38,-1.3806444466505732e-07,0.8797469622139377,,0.00013712839299212545,2.1715659196857238,rollout,
39,-1.355359713291667e-07,0.8797115767813021,,0.00013420442306440647,2.1317963991490267,rollout,
40,-1.3297663466952751e-07,0.8791585272144565,0.8753990259631157,0.00013124719094030724,2.0915417504785196,rollout,0.7099709510803223
41,-1.3038904360958744e-07,0.8809163943402283,,0.00012825961505090328,2.0508425066931713,rollout,
42,-1.2777579740941292e-07,0.8797789369767113,,0.00012524464377290298,2.0097396484815473,rollout,
43,-1.2513953180359748e-07,0.8801824457993759,,0.00012220525251895595,1.9682745629377272,rollout,
44,-1.224828753265683e-07,0.8797034220009751,0.879870783739848,0.00011914444080127957,1.9264890018880076,rollout,
45,-1.1980849933479477e-07,0.8799786182788503,,0.00011606522927150294,1.8844250398503564,rollout,
46,-1.1711915021805907e-07,0.8793242116495871,,0.00011297065673964826,1.8421250316689353,rollout,
47,-1.1441749791174515e-07,0.8799588781708242,,0.00010986377717519214,1.7996315698663652,rollout,
48,-1.1170626587878966e-07,0.8800020063573023,0.8711493212211078,0.00010674765669316666,1.7569874417566644,rollout,0.7091995477676392
49,-1.089881654081637e-07,0.8807400151236799,,0.00010362537052827374,1.7142355863620524,rollout,
50,-1.0626596543753901e-07,0.8788765070620497,,0.00010049999999999998,1.6714190511769909,rollout,
51,-1.0354237038730692e-07,0.8801211513611769,,9.737462947172621e-05,1.6285809488230094,rollout,
52,-1.0082018922237997e-07,0.8799911724645733,0.8768313148503574,9.42523433068333e-05,1.585764413637948,rollout,
