epoch,train_loss,train_cost,val_cost,learning_rate,temperature,baseline_type,baseline_value
0,1.6402278900146485,0.4789291988243437,0.4846636413439651,0.0001,3.5,rollout,0.46117183566093445
1,-0.6485540310541789,0.47310062405943387,,9.997557473810373e-05,3.5,rollout,0.4620034694671631
2,-0.7149296919504802,0.47618834494831364,,9.990232305719946e-05,3.5,rollout,0.4624204933643341
3,-0.684527313709259,0.4738803509085615,,9.978031724785248e-05,3.5,rollout,0.4625501036643982
4,-0.7042789955933889,0.47756497285555766,0.48432688887039743,9.960967771506668e-05,3.5,rollout,0.4595516324043274
5,-0.8411256909370423,0.4764093518835534,,9.939057285945934e-05,3.5,rollout,0.4572131633758545
6,-0.7738286693890889,0.477401540717005,,9.912321891107012e-05,3.5,rollout,0.4586183428764343
7,-0.8564310391743978,0.47640231773896446,,9.880787971596802e-05,3.5,rollout,0.45690473914146423
8,-0.8190256635348002,0.4716316836984319,0.47907551355506073,9.844486647586726e-05,3.5,rollout,0.4568008780479431
9,-0.8151100198427836,0.4777664177656033,,9.80345374410087e-05,3.5,rollout,0.45751649141311646
10,-0.7870357592900594,0.4762022531700232,,9.757729755661012e-05,3.5,rollout,0.45729678869247437
11,-0.8192401885986328,0.47780229741722235,,9.707359806323419e-05,3.5,rollout,0.45741918683052063
12,-0.7835287570953369,0.46981476949045864,0.4747279538660306,9.652393605146847e-05,3.5,rollout,0.45742857456207275
13,-0.800809359550476,0.47653312639850814,,9.592885397135708e-05,3.5,rollout,0.4557553231716156
14,-0.7453996141751608,0.4722447335653273,,9.5288939097068e-05,3.5,rollout,0.45789438486099243
15,-0.7874887943267822,0.47405919753706327,,9.460482294732424e-05,3.5,rollout,0.4570046663284302
16,-0.8102831761042277,0.47639424816856335,0.47269272028209,9.387718066217127e-05,3.5,rollout,0.45696592330932617
17,-0.7454960862795512,0.4723690969191036,,9.310673033669524e-05,2.625,rollout,0.4575757384300232
18,-0.761838706334432,0.47510669746906553,,9.229423231234978e-05,2.625,rollout,0.4588770866394043
19,-0.763719109694163,0.4752001443781566,,9.144048842659084e-05,2.625,rollout,0.45877861976623535
20,-0.8042444705963134,0.4772868255517612,0.4780243250922006,9.054634122155993e-05,2.625,rollout,0.4582025706768036
21,-0.6609417339166005,0.4737372565954151,,8.96126731125967e-05,1.96875,rollout,0.4471457898616791
22,-0.9444824854532877,0.47315493855631513,,8.864040551740159e-05,1.96875,rollout,0.4490008056163788
23,-0.9350036183993021,0.4730593755465936,,8.763049794670778e-05,1.96875,rollout,0.44846320152282715
24,-0.9042273044586182,0.4732138607406449,0.47390561978182016,8.65839470573599e-05,1.96875,rollout,0.44879254698753357
25,-0.8584914366404216,0.4745003669508085,,8.550178566873413e-05,1.4765625,rollout,0.4483458399772644
26,-0.9099044283231099,0.47773678101943,,8.438508174347012e-05,1.4765625,rollout,0.4481370151042938
27,-0.8524874607721965,0.4743192508583437,,8.32349373335208e-05,1.4765625,rollout,0.44811755418777466
28,-0.9108611981074015,0.4725884374155546,0.48087763778700987,8.205248749256017e-05,1.4765625,rollout,0.4477608799934387
29,-0.9058247963587444,0.47367849473996143,,8.083889915582238e-05,1.845703125,rollout,0.4480615556240082
