epoch,train_loss,train_cost,val_cost,learning_rate,temperature,baseline_type,baseline_value
23,1.8302065451939902,0.5147440947701357,,8.763049794670778e-05,3.28125,rollout,0.6737497448921204
24,1.9102242946624757,0.5188622294139885,0.6719721656668065,8.65839470573599e-05,3.28125,rollout,0.674688458442688
25,1.9596455812454223,0.5195463364818045,,8.550178566873413e-05,3.5,rollout,0.6765642166137695
26,1.8694766362508137,0.5214233400012329,,8.438508174347012e-05,3.5,rollout,0.6734379529953003
27,1.9062684138615926,0.5197811699062087,,8.32349373335208e-05,3.5,rollout,0.6730414032936096
28,1.9232055425643921,0.5132336483105023,0.6822181894713163,8.205248749256017e-05,3.5,rollout,0.6727735996246338
29,1.9117056369781493,0.5171212790884401,,8.083889915582238e-05,3.5,rollout,0.6734084486961365
30,1.8807653903961181,0.5167286059249888,,7.959536998847746e-05,3.5,rollout,0.6735221743583679
31,1.9096466938654582,0.5152995712087292,,7.83231272036805e-05,3.5,rollout,0.6728934049606323
32,1.8666958729426066,0.5162230251167808,0.6717840268986086,7.702342635146036e-05,3.5,rollout,0.6744464635848999
33,1.8969710270563762,0.5182453067470175,,7.56975500796434e-05,3.5,rollout,0.6746995449066162
34,1.9034806489944458,0.5195038407998028,,7.434680686803493e-05,3.5,rollout,0.6711949110031128
35,1.9349998156229655,0.5154811103759331,,7.297252973710759e-05,3.5,rollout,0.6699517965316772
36,1.8443506479263305,0.5157129553841926,0.6652345196812612,7.157607493247112e-05,3.5,rollout,0.669606626033783
37,1.802668293317159,0.5183580207551922,,7.015882058642166e-05,2.625,rollout,0.6713666915893555
38,1.8314514398574828,0.5174040306661187,,6.87221653578916e-05,2.625,rollout,0.6723699569702148
39,1.8757952213287354,0.5167462065735976,,6.726752705214197e-05,2.625,rollout,0.6712217330932617
40,1.83588391939799,0.5223500822796209,0.6746235092272711,6.579634122155994e-05,2.625,rollout,0.6703504920005798
41,1.844569412867228,0.5182319310884055,,6.431005974894189e-05,1.96875,rollout,0.6705751419067383
42,1.8907436370849608,0.52074250309493,,6.281014941466034e-05,1.96875,rollout,0.6694474816322327
43,1.8755728801091511,0.5203999696382148,,6.12980904491289e-05,1.96875,rollout,0.6706374287605286
44,1.847092326482137,0.5172721936744021,0.6798178360555392,5.977537507199341e-05,1.96875,rollout,0.6714121699333191
45,1.8753856976826986,0.5198178900258509,,5.8243506019491463e-05,1.4765625,rollout,0.6718757152557373
46,1.8894925912221272,0.5175850842124708,,5.67039950614331e-05,1.4765625,rollout,0.6724406480789185
47,1.8993771076202393,0.5177891530671715,,5.515836150926649e-05,1.4765625,rollout,0.6716471314430237
48,1.8333816051483154,0.52174615212341,0.6780833785570675,5.3608130716701046e-05,1.4765625,rollout,0.671425461769104
49,1.8949695825576782,0.5183535562444231,,5.205483257436738e-05,1.845703125,rollout,0.6658794283866882
50,1.8040112415949503,0.522294983108634,,5.050000000000003e-05,1.845703125,rollout,0.6712489724159241
51,1.8600454250971477,0.5165442999915021,,4.894516742563268e-05,1.845703125,rollout,0.6696582436561584
52,1.879643154144287,0.5138374923923156,0.6773023507361198,4.739186928329902e-05,1.845703125,rollout,0.6650488972663879
53,1.845312229792277,0.5152806529911975,,4.584163849073357e-05,2.30712890625,rollout,0.6664706468582153
54,1.8846685806910197,0.5216742684092256,,4.429600493856697e-05,2.30712890625,rollout,0.6661425828933716
55,1.8802108605702719,0.5163365020670639,,4.275649398050859e-05,2.30712890625,rollout,0.6675782203674316
56,1.9074031035105388,0.5192511116301248,0.6721518573478658,4.122462492800665e-05,2.30712890625,rollout,0.6678808331489563
57,1.848997171719869,0.5187851920339748,,3.9701909550871175e-05,1.7303466796875,rollout,0.6660380959510803
58,1.8583919286727906,0.5165511318273401,,3.81898505853397e-05,1.7303466796875,rollout,0.6660594940185547
59,1.822360110282898,0.5164119121609336,,3.668994025105817e-05,1.7303466796875,rollout,0.6650038361549377
60,1.8552452087402345,0.5187504120082502,0.6837359046095177,3.520365877844013e-05,1.7303466796875,rollout,0.6661089658737183
61,1.8940682729085287,0.5183176284244233,,3.373247294785809e-05,1.297760009765625,rollout,0.668989360332489
62,1.8598988374074301,0.5166336830971595,,3.227783464210847e-05,1.297760009765625,rollout,0.6661250591278076
63,1.8481317122777303,0.5162793658374941,,3.0841179413578366e-05,1.297760009765625,rollout,0.6660728454589844
64,1.7967250347137451,0.5184266504488898,0.6794506727256936,2.9423925067528915e-05,1.297760009765625,rollout,0.662425696849823
65,1.8131037950515747,0.5173149668635748,,2.8027470262892447e-05,1.6222000122070312,rollout,0.6631690859794617
66,1.8696971972783407,0.5180251332922147,,2.6653193131965096e-05,1.6222000122070312,rollout,0.6631690859794617
67,1.8268245299657186,0.514765413580201,,2.530244992035663e-05,1.6222000122070312,rollout,0.6618567109107971
68,1.8421892960866293,0.5154166133897239,0.6750834071212818,2.3976573648539666e-05,1.6222000122070312,rollout,0.6632214784622192
69,1.883212939898173,0.522048409950431,,2.2676872796319543e-05,2.027750015258789,rollout,0.6617692708969116
70,1.840855073928833,0.5181883915973136,,2.1404630011522596e-05,2.027750015258789,rollout,0.6599928736686707
71,1.8468072493871053,0.5135057189827864,,2.016110084417767e-05,2.027750015258789,rollout,0.6613041162490845
72,1.899881402651469,0.515261837275744,0.6716662400147313,1.894751250743987e-05,2.027750015258789,rollout,0.6600285768508911
73,1.8334602117538452,0.5179342552107941,,1.776506266647925e-05,1.5208125114440918,rollout,0.6613932251930237
74,1.849041255315145,0.5203600574477198,,1.661491825652992e-05,1.5208125114440918,rollout,0.6627939343452454
75,1.8352243105570476,0.5181284723607656,,1.549821433126591e-05,1.5208125114440918,rollout,0.6614931225776672
76,1.8337689161300659,0.5162820153333005,0.6750439263134591,1.4416052942640147e-05,1.5208125114440918,rollout,0.6600165963172913
77,1.8413784503936768,0.5200304265359449,,1.3369502053292257e-05,1.1406093835830688,rollout,0.6620489954948425
78,1.8753082036972046,0.5156273062398754,,1.2359594482598444e-05,1.1406093835830688,rollout,0.6616771221160889
79,1.848002028465271,0.5171302556903006,,1.1387326887403332e-05,1.1406093835830688,rollout,0.6618200540542603
80,1.893184280395508,0.5180740478100319,0.6684790008761002,1.0453658778440112e-05,1.1406093835830688,rollout,0.6666797399520874
81,1.8420023520787556,0.5168045050868215,,9.5595115734092e-06,0.8554570376873016,rollout,0.6679597496986389
82,1.85310959815979,0.516410400033642,,8.70576768765027e-06,0.8554570376873016,rollout,0.6675413846969604
83,1.8949607690175374,0.5160418912212688,,7.893269663304789e-06,0.8554570376873016,rollout,0.6682697534561157
84,1.847728951772054,0.5202959053822676,0.6745136602405822,7.1228193378287565e-06,0.8554570376873016,rollout,0.6671347618103027
85,1.8226620117823282,0.5189009914123275,,6.395177052675798e-06,0.6415927782654762,rollout,0.6676400303840637
86,1.8675632079442341,0.5147305170472323,,5.711060902932045e-06,0.6415927782654762,rollout,0.6658467054367065
87,1.7988916317621866,0.5169239022118838,,5.071146028642947e-06,0.6415927782654762,rollout,0.666035532951355
88,1.8627283652623494,0.5200751113615463,0.6771493617322895,4.476063948531561e-06,0.6415927782654762,rollout,0.6648818850517273
89,1.8583222866058349,0.5173001392353298,,3.926401936765843e-06,0.8019909728318453,rollout,0.6647411584854126
90,1.875009791056315,0.5198164186341391,,3.4227024433899027e-06,0.8019909728318453,rollout,0.6668520569801331
91,1.8679682254791259,0.5162224254439663,,2.9654625589913256e-06,0.8019909728318453,rollout,0.6656893491744995
92,1.8773692051569622,0.5156580133127769,0.6732951781383139,2.5551335241327686e-06,0.8019909728318453,rollout,0.6690161228179932
93,1.846367065111796,0.5168639301457094,,2.1921202840320086e-06,1.0024887160398066,rollout,0.6652474403381348
94,1.896387775739034,0.5220915282042918,,1.8767810889299092e-06,1.0024887160398066,rollout,0.668064534664154
95,1.857200797398885,0.518158686087514,,1.6094271405406865e-06,1.0024887160398066,rollout,0.6666679382324219
96,1.8549399614334106,0.519457634771102,0.6771477998748925,1.3903222849333511e-06,1.0024887160398066,rollout,0.6674153208732605
97,1.8477045218149821,0.518512951334788,,1.2196827521475405e-06,1.2531108950497583,rollout,0.6642917394638062
98,1.8369908412297566,0.5219005940938991,,1.097676942800558e-06,1.2531108950497583,rollout,0.6657475233078003
99,1.8631834904352824,0.5159606580338004,,1.0244252618962857e-06,1.2531108950497583,rollout,0.6656301021575928
100,1.8941412925720216,0.517550644347458,0.6628469093576133,1e-06,1.2531108950497583,rollout,0.6660475134849548
