epoch,train_loss,train_cost,learning_rate,temperature,val_cost
0,-1.2316491603851318,0.6772640381528255,5e-05,3.5,0.6192493602580982
1,-1.1477664709091187,0.6712436268642288,4.9970488677026725e-05,3.5,
2,-1.200516939163208,0.6912451592346232,4.9882025803468826e-05,3.5,
3,-1.2080045938491821,0.6673791241037901,4.9734824494137143e-05,3.5,
4,-1.1897727251052856,0.6746445406889352,4.952923936987915e-05,3.5,0.6204267591907797
5,-1.1533637046813965,0.6801321179096926,4.926576570326633e-05,3.5,
6,-1.214124321937561,0.6768027982104372,4.894503822543912e-05,3.5,
7,-1.1551769971847534,0.6793997020187087,4.856782959698401e-05,3.5,
8,-1.1215786933898926,0.6725296343611353,4.813504854652653e-05,3.5,0.6242671336381657
9,-1.13848078250885,0.6602189394883595,4.764773768152437e-05,3.5,
10,-1.157841444015503,0.6647884723033838,4.71070709765347e-05,3.5,
11,-1.138407588005066,0.661945707270392,4.651435094500667e-05,3.5,
12,-1.0930871963500977,0.6611160944044889,4.587100550141236e-05,3.5,0.6258086371522966
13,-1.0292890071868896,0.6675083700334421,4.51785845212758e-05,3.5,
14,-1.0304924249649048,0.6684856792443812,4.443875610738706e-05,3.5,
15,-1.1163045167922974,0.6592124103288427,4.36533025711965e-05,3.5,
16,-0.908009946346283,0.669384189583812,4.2824116139070415e-05,3.5,0.6244292868657011
17,-0.9330573678016663,0.6611430484231398,4.195319439375195e-05,3.5,
18,-0.9133202433586121,0.6655322923122488,4.104263546200931e-05,3.5,
19,-0.919568657875061,0.6670545696686221,4.009463296006462e-05,3.5,
20,-0.9083141088485718,0.6745178859521633,3.911147070898025e-05,3.5,0.6263542527205014
21,-0.8599021434783936,0.6676407152170356,3.8095517232733925e-05,3.5,
22,-0.8540211319923401,0.6606397137328374,3.704922005223694e-05,3.5,
23,-0.7845726609230042,0.6598228624348172,3.5975099789041905e-05,3.5,
24,-0.7977531552314758,0.6589451235519181,3.48757440929447e-05,3.5,0.6251646610369797
25,-0.7763097882270813,0.6575147158391144,3.375380140810938e-05,3.5,
26,-0.7301442623138428,0.6586814348991586,3.261197459273432e-05,3.5,
27,-0.7313343286514282,0.6610735608992446,3.145301440762996e-05,3.5,
28,-0.7094361186027527,0.6555484241709217,3.027971288939514e-05,3.5,0.6260670370385124
29,-0.6342207789421082,0.658829703885988,2.9094896624156353e-05,3.5,
30,-0.6796616911888123,0.6612352942173163,2.7901419938074233e-05,3.5,
31,-0.6370641589164734,0.6503619710126551,2.6702158021021737e-05,3.5,
32,-0.5806716084480286,0.6579981572355939,2.5499999999999993e-05,3.5,0.6259747052885138
33,-0.5637108087539673,0.6604416616605965,2.4297841978978253e-05,3.5,
34,-0.609565794467926,0.6545960530938615,2.3098580061925757e-05,3.5,
35,-0.5687832236289978,0.6634928912041012,2.1905103375843633e-05,3.5,
36,-0.5050989985466003,0.6560618466561929,2.0720287110604854e-05,3.5,0.6264470501216541
37,-0.4456622302532196,0.6613466857191928,1.9546985592370032e-05,3.5,
38,-0.42406851053237915,0.6561381729288599,1.838802540726567e-05,3.5,
39,-0.4370158612728119,0.6495413438673766,1.7246198591890607e-05,3.5,
40,-0.41678038239479065,0.6592278740306665,1.61242559070553e-05,3.5,0.6250181936491037
41,-0.37516242265701294,0.6497514838926248,1.5024900210958091e-05,3.5,
42,-0.3728562593460083,0.6556316985633369,1.3950779947763054e-05,3.5,
43,-0.3218946158885956,0.6597947755674509,1.2904482767266066e-05,3.5,
44,-0.31199923157691956,0.6546396356042127,1.188852929101975e-05,3.5,0.6257023773480519
45,-0.261590838432312,0.6485491549140807,1.0905367039935381e-05,2.625,
46,-0.25922510027885437,0.6591324660462738,9.957364537990687e-06,2.625,
47,-0.23462550342082977,0.6540524305083106,9.046805606248047e-06,2.625,
48,-0.20731204748153687,0.6496454472007169,8.175883860929584e-06,2.625,0.6246226128997252
49,-0.199997216463089,0.6423980057247904,7.346697428803505e-06,1.96875,
50,-0.18840013444423676,0.6510157072313373,6.561243892612941e-06,1.96875,
51,-0.11913425475358963,0.6454069497632189,5.821415478724199e-06,1.96875,
52,-0.12912139296531677,0.6438442487085267,5.128994498587636e-06,1.96875,0.6238540427857637
53,-0.08858436346054077,0.640710906447319,4.4856490549933335e-06,1.4765625,
54,-0.11847502738237381,0.6376339193143319,3.892929023465302e-06,1.4765625,
55,-0.1212572455406189,0.6408586022001499,3.352262318475636e-06,1.4765625,
56,-0.09044783562421799,0.6378721806181784,2.8649514534734733e-06,1.4765625,0.6235834849966079
57,-0.06175922602415085,0.6369709275394793,2.4321704030159916e-06,1.107421875,
58,-0.045171450823545456,0.6369276671505331,2.0549617745608826e-06,1.107421875,
59,-0.08785806596279144,0.6342956076334288,1.7342342967336717e-06,1.107421875,
60,-0.0616661012172699,0.6356639818661151,1.470760630120854e-06,1.107421875,0.6236278403625176
61,-0.049126289784908295,0.6342837742407776,1.2651755058628648e-06,0.83056640625,
62,-0.01379474252462387,0.6424954884312952,1.1179741965311779e-06,0.83056640625,
63,-0.07578018307685852,0.6326229014440835,1.029511322973276e-06,0.83056640625,
64,-0.029707424342632294,0.6367198544628889,1e-06,0.83056640625,0.6235034226421794
