epoch,train_loss,train_cost_arithmetic,val_cost_arithmetic,learning_rate,temperature,time_per_epoch,baseline_type,baseline_value,mean_type
0,-0.5694721301198006,0.6743071939945221,0.6157050930196419,0.0001,2.5,2082.0448472499847,rollout,0.6052184104919434,arithmetic
1,-0.4585794023871422,0.6069657629728318,,9.99321619703514e-05,2.5,1702.692785024643,rollout,0.5952902436256409,arithmetic
2,-0.3856615974009037,0.5996456303596497,0.5843922249623574,9.972883382072952e-05,2.5,1672.8288021087646,rollout,0.5958347916603088,arithmetic
3,-0.3484108612984419,0.5959447225332261,,9.939057285945931e-05,2.5,1750.4731917381287,rollout,0.593467116355896,arithmetic
4,-0.2964288489818573,0.5917406049966812,0.5719295226735994,9.891830623632337e-05,2.5,1776.8696732521057,rollout,0.582677960395813,arithmetic
5,-0.33038009324669837,0.5522826616764068,,9.831332840130886e-05,2.5,1754.7353723049164,rollout,0.5354399085044861,arithmetic
6,-0.3040377589315176,0.5360594639778137,0.5244777038460597,9.75772975566101e-05,2.5,1813.391883134842,rollout,0.5328638553619385,arithmetic
7,-0.2659707129150629,0.5331860202550888,,9.671223111161148e-05,2.5,1734.4165153503418,rollout,0.532842755317688,arithmetic
8,-0.26983402717113497,0.5317536890506744,0.5222318355808966,9.572050015330873e-05,2.5,1733.8118374347687,rollout,0.5325416326522827,arithmetic
9,-0.23038732987642288,0.5301610770225524,,9.46048229473242e-05,2.0500000000000003,1780.6820204257965,rollout,0.5322995185852051,arithmetic
10,-0.2436919641494751,0.529473464012146,0.5298320528818294,9.336825748732971e-05,2.0500000000000003,1764.6482574939728,rollout,0.5316035747528076,arithmetic
11,-0.2423555067330599,0.5283311181068421,,9.201419311329847e-05,1.6810000000000003,1706.1329736709595,rollout,0.5321564078330994,arithmetic
12,-0.23783975352346898,0.5280360305309295,0.530326850595884,9.054634122155987e-05,1.6810000000000003,1687.4582858085632,rollout,0.5323276519775391,arithmetic
13,-0.19431434501707553,0.526978031873703,,8.896872509212005e-05,1.3784200000000004,1859.765285730362,rollout,0.5328102707862854,arithmetic
14,-0.17502005537599324,0.5264509356021881,0.5246195222716779,8.7285668861131e-05,1.3784200000000004,1807.701541185379,rollout,0.5288153886795044,arithmetic
15,-0.2461216099858284,0.5257865303754806,,8.550178566873408e-05,1.6265356000000004,2134.05561876297,rollout,0.5287177562713623,arithmetic
16,-0.24141031542420388,0.5253375204801559,0.5187693174229935,8.362196501476347e-05,1.6265356000000004,1720.0823423862457,rollout,0.5282825827598572,arithmetic
17,-0.1919776455014944,0.5246145383119584,,8.165135935696695e-05,1.3337591920000005,1594.0273897647858,rollout,0.5280036926269531,arithmetic
18,-0.20141185645759105,0.5240889183282852,0.5222833595471457,7.959536998847741e-05,1.3337591920000005,1627.449726343155,rollout,0.5250232815742493,arithmetic
19,-0.18970809341967107,0.5239404677152634,,7.745963223324383e-05,1.0936825374400005,1606.3718259334564,rollout,0.5251802206039429,arithmetic
20,-0.19774341008812188,0.523346349954605,0.5143549841013737,7.524999999999999e-05,1.0936825374400005,1730.9379699230194,rollout,0.5254033803939819,arithmetic
21,-0.16674301668256522,0.5221522724628449,,7.297252973710755e-05,0.8968196807008005,1717.9534096717834,rollout,0.5253195762634277,arithmetic
22,-0.15710936575382947,0.5220501570701599,0.5199586899252608,7.06334638322521e-05,0.8968196807008005,3912.449150085449,rollout,0.5255166292190552,arithmetic
23,-0.12115183475613595,0.521624939084053,,6.823921350249236e-05,0.7353921381746565,5364.487636566162,rollout,0.5253626108169556,arithmetic
24,-0.12383162056654692,0.5212608462572098,0.5254765494028106,6.579634122155988e-05,0.7353921381746565,5192.30171751976,rollout,0.5258675813674927,arithmetic
25,-0.0849811964482069,0.5209950441122055,,6.331154273257476e-05,0.6030215533032184,5269.860757350922,rollout,0.5222294926643372,arithmetic
26,-0.07599110424518585,0.5205684322118759,0.5237556892097928,6.079162869547906e-05,0.6030215533032184,5370.9199805259705,rollout,0.5223938226699829,arithmetic
27,-0.07872644255310297,0.5198820176124572,,5.824350601949141e-05,0.7115654328977976,5972.715009689331,rollout,0.5223013162612915,arithmetic
28,-0.09299487889185548,0.5195493463277817,0.5123972611036152,5.567415893174883e-05,0.7115654328977976,7595.129910469055,rollout,0.5215023756027222,arithmetic
29,-0.11507089682668448,0.5197698564529419,,5.3090629834025695e-05,0.8396472108194012,3991.12851190567,rollout,0.5216196179389954,arithmetic
30,-0.11805830753594637,0.519407175064087,0.5238254697760567,5.0499999999999994e-05,0.8396472108194012,3999.00812792778,rollout,0.5216978788375854,arithmetic
31,-0.10135658979788423,0.5190126311779022,,4.7909370165974273e-05,0.688510712871909,3789.8384127616882,rollout,0.5219357013702393,arithmetic
32,-0.06187331519648433,0.5180285075902938,0.5156551442341879,4.532584106825115e-05,0.688510712871909,3795.2383337020874,rollout,0.522171139717102,arithmetic
33,-0.06523390192911029,0.5178639012575149,,4.275649398050856e-05,0.5645787845549655,4170.33410692215,rollout,0.5220317840576172,arithmetic
34,-0.016064176470041276,0.5175158717632293,0.5139354892307892,4.02083713045209e-05,0.5645787845549655,4124.132028102875,rollout,0.5222698450088501,arithmetic
35,-0.0013093807883560657,0.5170016883611679,,3.768845726742522e-05,0.4629546033350717,4109.431659221649,rollout,0.5221024751663208,arithmetic
36,0.013178790371865035,0.5166354297399521,0.5178566967369989,3.52036587784401e-05,0.4629546033350717,3832.3354194164276,rollout,0.5220731496810913,arithmetic
37,-0.01524566207267344,0.516497465133667,,3.276078649750763e-05,0.3796227747347588,5558.856372117996,rollout,0.5216130614280701,arithmetic
