epoch,train_loss,train_cost_arithmetic,val_cost_arithmetic,learning_rate,temperature,time_per_epoch,baseline_type,baseline_value,mean_type
0,-0.3788049366076787,0.6382845203081767,0.6348731954058167,0.00015,1.9996727525490703,634.598203420639,rollout,0.5826706290245056,arithmetic
1,-0.5033188931147258,0.6090998331705729,,0.000149963238747247,2.0,625.5957007408142,rollout,,arithmetic
2,-0.41759720812241236,0.5433440518379211,0.518190382514149,0.00014985299126790623,1.9996727525490703,504.3370728492737,rollout,0.521491527557373,arithmetic
3,-0.30982001890738803,0.5277048865954082,,0.00014966936636292947,1.9986913397067247,610.9960465431213,rollout,,arithmetic
4,-0.2815618497133255,0.5254280622800191,0.5121848670532927,0.00014941254524792862,1.997056749672505,634.5248413085938,rollout,0.5169416069984436,arithmetic
5,-0.22978267033894856,0.5207554292678833,,0.00014908278137433777,1.994770628340017,627.7275657653809,rollout,,arithmetic
6,-0.18668563256661097,0.5172190165519714,0.5122587592049967,0.00014868040017928732,1.9918352776396562,635.7854607105255,rollout,0.5171117186546326,arithmetic
7,-0.07064746553699175,0.5157750940322876,,0.0001482057987644367,1.9882536532207593,618.7962646484375,rollout,,arithmetic
8,-0.11669901803135872,0.5152850635846455,0.5072894738987088,0.00014765944550408302,1.9840293614755147,606.2797772884369,rollout,0.5171022415161133,arithmetic
9,-0.13574224164088566,0.5135391235351563,,0.00014704187958293228,1.9791666559076315,573.4059753417969,rollout,,arithmetic
10,-0.1192768269777298,0.5108842698733012,0.5034012690302916,0.00014635371046398896,1.9736704328494235,548.8501844406128,rollout,0.50611811876297,arithmetic
11,-0.12826475217938424,0.5064792601267497,,0.00014559561728708982,1.9675462265316144,590.8321907520294,rollout,,arithmetic
12,-0.2165757149954637,0.504519743124644,0.4909234000078868,0.00014476834819867473,1.9608002035108405,644.5063955783844,rollout,0.49604418873786926,arithmetic
13,-0.16305497154593468,0.5019306393464407,,0.0001438727196134566,1.9534391564604472,599.395565032959,rollout,,arithmetic
14,-0.1104217171172301,0.4866881728172302,0.44738957515801303,0.0001429096154087185,1.9454704973308452,629.8972425460815,rollout,0.449486643075943,arithmetic
15,-0.23338720525304477,0.45901437520980837,,0.00014187998605203343,1.936902249886304,647.423172712326,rollout,,arithmetic
16,-0.24293409551183381,0.44150463859240213,0.41520590317668393,0.00014078484766326786,1.9277430416257002,642.535279750824,rollout,0.4142014980316162,arithmetic
17,-0.19276913086573283,0.42148114999135333,,0.00013962528101179385,1.9180020950953602,585.4993908405304,rollout,,arithmetic
18,-0.1108490256468455,0.41913121183713276,0.4045071366126649,0.00013840243044990018,1.907689218602735,635.2045965194702,rollout,0.4047873914241791,arithmetic
19,-0.29720955550670625,0.40682254513104754,,0.00013711750278345492,1.8968147963402677,646.9299516677856,rollout,,arithmetic
