epoch,train_loss,train_cost,val_cost,learning_rate,temperature,baseline_type,baseline_value
0,2.5153157711029053,0.7005820947206873,0.6615025768609728,0.0003,5.0,rollout,0.6194115281105042
1,-1.0433092951774596,0.6708227218082707,,0.0002998847409179881,5.0,rollout,
2,-0.8475740194320679,0.6706402007830412,,0.0002995391413931026,5.0,rollout,0.5947635173797607
3,-1.0288585662841796,0.6607895997396741,,0.00029896373431476147,5.0,rollout,
4,-1.0731096982955932,0.6683801553423143,0.6921661713855332,0.00029815940691897306,5.0,rollout,0.5984413623809814
5,-0.7884352326393127,0.655439213190263,,0.00029712739942028293,5.0,rollout,
6,-1.0327645063400268,0.6772916981907794,,0.00029586930309945264,5.0,rollout,0.5973882675170898
7,-0.9615815639495849,0.6695479796570959,,0.00029438705784982027,5.0,rollout,
8,-1.1093701004981995,0.6715652138517659,0.6481945033539336,0.0002926829491861255,5.0,rollout,0.5942831039428711
9,-0.8696244120597839,0.6644229626626362,,0.0002907596047204114,5.0,rollout,
10,-0.8477250099182129,0.6611288728759155,,0.00028861999011043737,5.0,rollout,0.5921632051467896
11,-0.9176635503768921,0.6615797800777344,,0.00028626740448684966,5.0,rollout,
12,-0.9030770659446716,0.6597007071125837,0.658612241580762,0.00028370547536616097,5.0,rollout,0.5937111377716064
13,-0.9380705237388611,0.6605015614963441,,0.0002809381530573832,5.0,rollout,
14,-0.9277503252029419,0.6689284791225593,,0.0002779697045709368,5.0,rollout,0.6010648012161255
15,-0.8387942433357238,0.6581321663441606,,0.00027480470703923057,5.0,rollout,
16,-0.9351840734481811,0.6686933402906613,0.6476847455897321,0.00027144804065905466,5.0,rollout,0.5992558002471924
17,-0.7797922730445862,0.657427763870089,,0.0002679048811666714,4.25,rollout,
18,-0.8302587747573853,0.6526556169501804,,0.0002641806918572047,4.25,rollout,0.5956164598464966
19,-0.7893478155136109,0.6616392667826505,,0.00026028121516063503,4.25,rollout,
20,-0.9083545446395874,0.6771827176737245,0.6744043124396832,0.0002562124637873889,4.25,rollout,0.5950402617454529
21,-0.811668312549591,0.6565405228252572,,0.00025198071145717487,3.6125,rollout,
22,-0.7576042056083679,0.6481909274074416,,0.00024759248322536254,3.6125,rollout,0.5952001810073853
23,-0.815241527557373,0.6511318060757005,,0.0002430545454218202,3.6125,rollout,
24,-0.912584924697876,0.674725333328457,0.649106829876199,0.00023837389521772477,3.6125,rollout,0.5999680757522583
25,-0.8241338968276978,0.6572928054670134,,0.00023355774983643056,4.154374999999999,rollout,
26,-0.8505106449127198,0.6560626982531526,,0.00022861353542503438,4.154374999999999,rollout,0.6018420457839966
27,-0.710096251964569,0.6493576198822727,,0.00022354887560379483,4.154374999999999,rollout,
28,-0.7085619926452636,0.6536088504834912,0.6410564577720645,0.00021837157971106228,4.154374999999999,rollout,0.603177011013031
29,-0.7392589330673218,0.650938492906134,,0.00021308963076184555,4.777531249999998,rollout,
30,-0.6455807626247406,0.651210837539125,,0.00020771117313858096,4.777531249999998,rollout,0.6009414196014404
