instance_id,n,cost,cpc,solve_time,seed
1,20,8.14606630062987,0.40730331503149353,2.071322202682495,7000
2,20,6.984270210953432,0.3492135105476716,2.002046585083008,7001
3,20,6.585164082123596,0.3292582041061798,2.002758502960205,7002
4,20,5.302964636248554,0.2651482318124277,2.002098798751831,7003
5,20,5.61541559944222,0.280770779972111,2.0020623207092285,7004
6,20,6.367672257275582,0.3183836128637791,2.0021066665649414,7005
7,20,5.190905487497847,0.2595452743748924,2.0029382705688477,7006
8,20,6.235937690563981,0.31179688452819904,2.0040037631988525,7007
9,20,7.832626106606099,0.391631305330305,2.002408981323242,7008
10,20,6.771316892193948,0.3385658446096974,2.0013797283172607,7009
11,20,7.224674179660648,0.3612337089830324,2.001797914505005,7010
12,20,5.760980910084195,0.28804904550420973,2.003007411956787,7011
13,20,5.274217588703492,0.2637108794351746,2.001404047012329,7012
14,20,6.7988409804167285,0.3399420490208364,2.0019285678863525,7013
15,20,5.466142222721494,0.2733071111360747,2.001861572265625,7014
16,20,5.224395042749682,0.2612197521374841,2.0018680095672607,7015
17,20,6.12378389969105,0.3061891949845525,2.0018229484558105,7016
18,20,6.671193205436898,0.3335596602718449,2.0028839111328125,7017
19,20,6.112836471623063,0.30564182358115316,2.0028977394104004,7018
20,20,4.928163593591469,0.24640817967957346,2.003253698348999,7019
21,20,7.57550785593648,0.378775392796824,2.0026581287384033,7020
22,20,6.727176006616701,0.33635880033083504,2.002619504928589,7021
23,20,7.163151614987431,0.35815758074937154,2.0020639896392822,7022
24,20,6.895843739051431,0.3447921869525715,2.0020196437835693,7023
25,20,8.329852742794642,0.4164926371397321,2.0024900436401367,7024
26,20,8.875103735291658,0.4437551867645829,2.001552104949951,7025
27,20,8.108375598455632,0.40541877992278164,2.002067804336548,7026
28,20,7.199118547371963,0.35995592736859816,2.003406286239624,7027
29,20,5.831601368015778,0.29158006840078887,2.0029795169830322,7028
30,20,7.231264453458541,0.36156322267292706,2.002288579940796,7029
31,20,6.078116858398592,0.3039058429199296,2.0020973682403564,7030
32,20,7.067413055061367,0.35337065275306834,2.002164125442505,7031
33,20,7.8791680694866955,0.39395840347433475,2.0028419494628906,7032
34,20,6.795018366976735,0.33975091834883675,2.0037801265716553,7033
35,20,7.484794435764821,0.37423972178824105,2.001399040222168,7034
36,20,7.005344745018402,0.35026723725092007,2.002488613128662,7035
37,20,5.533329496962342,0.27666647484811707,2.0022122859954834,7036
38,20,6.341289736577375,0.31706448682886873,2.004119634628296,7037
39,20,6.76240260029885,0.3381201300149425,2.0026838779449463,7038
40,20,6.696717189379511,0.33483585946897554,2.002286672592163,7039
41,20,7.559743625735985,0.37798718128679926,2.002995729446411,7040
42,20,6.172098927287793,0.3086049463643897,2.0031301975250244,7041
43,20,6.785154636216294,0.3392577318108147,2.0023412704467773,7042
44,20,6.359876530067248,0.3179938265033624,2.0025949478149414,7043
45,20,6.375980629981481,0.31879903149907407,2.001361846923828,7044
46,20,6.664384288474456,0.3332192144237228,2.002568006515503,7045
47,20,6.07463715668444,0.30373185783422196,2.004348039627075,7046
48,20,6.309474480848333,0.3154737240424167,2.0025572776794434,7047
49,20,6.024119285055126,0.3012059642527563,2.002690076828003,7048
50,20,4.8977596058788375,0.24488798029394188,2.0024359226226807,7049
51,20,7.181593216242025,0.35907966081210124,2.0032622814178467,7050
52,20,6.917394423773719,0.345869721188686,2.0022315979003906,7051
53,20,6.601239957864341,0.33006199789321705,2.0030083656311035,7052
54,20,6.42349346089265,0.3211746730446325,2.0028581619262695,7053
55,20,6.1889479922696955,0.3094473996134848,2.004147529602051,7054
56,20,7.839408656547061,0.39197043282735305,2.0036721229553223,7055
57,20,6.405563050349306,0.3202781525174653,2.0022172927856445,7056
58,20,7.221030730699838,0.3610515365349919,2.0026767253875732,7057
59,20,4.931333586791054,0.24656667933955273,2.002950668334961,7058
60,20,6.2795796495372045,0.31397898247686024,2.003176689147949,7059
61,20,8.162272542604267,0.4081136271302134,2.0029773712158203,7060
62,20,5.442915872477688,0.27214579362388436,2.0026888847351074,7061
63,20,5.985020616575877,0.29925103082879384,2.004272937774658,7062
64,20,7.103167071538741,0.35515835357693704,2.002639055252075,7063
65,20,7.762884024945443,0.3881442012472721,2.002204656600952,7064
66,20,7.791271219924122,0.3895635609962061,2.002638578414917,7065
67,20,6.539712031358373,0.32698560156791867,2.0031158924102783,7066
68,20,6.099255367514465,0.3049627683757233,2.00276517868042,7067
69,20,7.065008121799312,0.3532504060899656,2.0030319690704346,7068
70,20,7.623066072822944,0.3811533036411472,2.003742218017578,7069
71,20,5.873325867089516,0.2936662933544758,2.002803325653076,7070
72,20,6.900858671779188,0.34504293358895943,2.002802610397339,7071
73,20,6.109617691009579,0.30548088455047895,2.0027589797973633,7072
74,20,7.648867994109115,0.38244339970545577,2.002457857131958,7073
75,20,7.182222017822795,0.35911110089113973,2.0033082962036133,7074
76,20,7.443499155461146,0.3721749577730573,2.0030276775360107,7075
77,20,9.779244023844871,0.48896220119224354,2.002729892730713,7076
78,20,6.3041867031964545,0.31520933515982275,2.002692222595215,7077
79,20,6.2837632883241294,0.31418816441620645,2.0017309188842773,7078
80,20,6.4666218288015145,0.3233310914400757,2.0029048919677734,7079
81,20,5.1179431260468435,0.25589715630234217,2.003822088241577,7080
82,20,6.144050613649182,0.3072025306824591,2.0056331157684326,7081
83,20,6.785719690658954,0.3392859845329477,2.0022201538085938,7082
84,20,7.561104851764895,0.37805524258824474,2.002863645553589,7083
85,20,7.205641480051959,0.36028207400259793,2.002581834793091,7084
86,20,6.266828670236357,0.31334143351181787,2.0030088424682617,7085
87,20,6.609977179369063,0.33049885896845316,2.0029304027557373,7086
88,20,6.209857617559823,0.31049288087799115,2.004067897796631,7087
89,20,5.231266924423647,0.2615633462211823,2.00272798538208,7088
90,20,7.322563454120654,0.3661281727060327,2.0029408931732178,7089
91,20,5.600841434759911,0.28004207173799556,2.0026321411132812,7090
92,20,5.635749143654936,0.2817874571827468,2.0019216537475586,7091
93,20,5.107114272451768,0.2553557136225884,2.003030300140381,7092
94,20,5.848419388850786,0.2924209694425393,2.0021183490753174,7093
95,20,5.70796355859716,0.285398177929858,2.0023467540740967,7094
96,20,6.793106794482331,0.33965533972411655,2.0026698112487793,7095
97,20,6.677906049919005,0.33389530249595023,2.001102924346924,7096
98,20,5.256985011345175,0.2628492505672587,2.0021932125091553,7097
99,20,5.819431277229893,0.29097156386149464,2.002162218093872,7098
100,20,6.963154603534898,0.3481577301767449,2.002715587615967,7099
