epoch,train_loss,train_cost_arithmetic,val_cost_arithmetic,learning_rate,temperature,time_per_epoch,baseline_type,baseline_value,mean_type
0,-0.042974977132553854,0.5801209774017334,0.5377695934148505,0.0001,2.5,1608.4013922214508,rollout,0.5364160537719727,arithmetic
1,-0.004532877309403072,0.5351068273385365,,9.939057285945933e-05,2.5,1629.1642758846283,rollout,0.5292026996612549,arithmetic
2,0.00015682183547566334,0.5414896728197733,0.5346105634816922,9.757729755661012e-05,2.5,1734.8234617710114,rollout,0.5294855833053589,arithmetic
3,-0.0025658614930386347,0.5438281916777293,,9.460482294732422e-05,2.5,1741.474618434906,rollout,0.529788613319397,arithmetic
4,0.00016805311494196454,0.5446044184764226,0.5404209294356406,9.054634122155992e-05,2.5,1706.7393951416016,rollout,0.5300232768058777,arithmetic
5,0.0002224063475926717,0.5378602970441182,,8.550178566873411e-05,2.5,1632.7235481739044,rollout,0.5299385190010071,arithmetic
6,-0.0019729867664088183,0.5366682626008987,0.5314279999001883,7.959536998847744e-05,2.5,1754.634171962738,rollout,0.5298937559127808,arithmetic
7,-0.00175555110455025,0.5381524762312572,,7.297252973710758e-05,2.5,1781.5301578044891,rollout,0.5297476649284363,arithmetic
8,-0.0010324225014774128,0.5383518518209457,0.5290791818697471,6.579634122155991e-05,2.5,1738.7895636558533,rollout,0.5296564698219299,arithmetic
9,-0.0007526080781438698,0.5415324295361836,,5.824350601949144e-05,2.0500000000000003,1754.539973974228,rollout,0.5295600891113281,arithmetic
10,-0.0006405644601327368,0.5395284608999888,0.5394669531378895,5.050000000000001e-05,2.0500000000000003,1956.026547908783,rollout,0.5296220183372498,arithmetic
11,-0.00044023337240408484,0.5439718108177185,,4.275649398050859e-05,1.6810000000000003,1779.1895878314972,rollout,0.5299270153045654,arithmetic
12,0.0006682083275809419,0.5356572447617849,0.5362221265095286,3.520365877844011e-05,1.6810000000000003,1762.7099714279175,rollout,0.5287789106369019,arithmetic
13,0.0001669278849440161,0.5389932018121083,,2.8027470262892444e-05,1.3784200000000004,1880.7937834262848,rollout,0.528759241104126,arithmetic
14,-7.458698826182323e-05,0.5360718222459158,0.5241051180055365,2.1404630011522593e-05,1.3784200000000004,1891.7972719669342,rollout,0.5289055705070496,arithmetic
15,0.000831628818064928,0.5293442283074061,,1.5498214331265904e-05,1.6265356000000004,1774.6910889148712,rollout,0.5289103984832764,arithmetic
16,0.001381446456061288,0.526915327946345,0.5171077553823125,1.0453658778440109e-05,1.6265356000000004,1685.776980638504,rollout,0.5244242548942566,arithmetic
17,0.0009224516355097876,0.5251554640928904,,6.3951770526757955e-06,1.3337591920000005,1709.353518486023,rollout,0.5242038369178772,arithmetic
18,0.0006004547502816422,0.5240277167161306,0.5239577098109294,3.422702443389901e-06,1.3337591920000005,1676.5834271907806,rollout,0.5223605632781982,arithmetic
19,0.000775115714744364,0.5237558453480403,,1.609427140540686e-06,1.0936825374400005,1711.6840937137604,rollout,0.521830141544342,arithmetic
20,0.001037428660942775,0.5243112224340439,0.517899155151099,1e-06,1.0936825374400005,1715.3279299736023,rollout,0.5216431021690369,arithmetic
0,-0.1474167285822332,0.5748772999842962,0.5433430126383285,0.0001,2.5,2392.9789860248566,rollout,0.5360785722732544,arithmetic
1,-0.03635766809309522,0.5365359985033671,,9.960967771506667e-05,2.5,2463.655995607376,rollout,0.5029065012931824,arithmetic
2,-0.022161141746056576,0.5245247957309087,0.5327501495515019,9.844486647586725e-05,2.5,2501.8743035793304,rollout,0.5030016303062439,arithmetic
3,0.0002660817066207528,0.6426541246970494,,9.652393605146846e-05,2.5,2688.1864879131317,rollout,0.5027393698692322,arithmetic
4,-0.0022376308303015927,0.5479184402227402,0.5181159382516688,9.387718066217125e-05,2.5,2446.101434469223,rollout,0.5026832818984985,arithmetic
5,0.0045413017917114,0.559524307847023,,9.054634122155992e-05,2.5,2594.830452442169,rollout,0.5025029182434082,arithmetic
6,0.00980173767078668,0.5944274464845657,0.5900947691487872,8.658394705735988e-05,2.5,2865.0926110744476,rollout,0.501985490322113,arithmetic
