epoch,train_loss,train_cost,val_cost,learning_rate,temperature,baseline_type,baseline_value
0,-0.7944691240787506,0.7032109370969425,0.6918080340277659,0.0003,5.0,rollout,0.6480790972709656
1,-1.0246690511703491,0.6973919193502526,,0.0002998847409179881,5.0,rollout,
2,-1.0429043173789978,0.7059349429108825,,0.0002995391413931026,5.0,rollout,0.6487812399864197
3,-0.8917500376701355,0.6809422957529842,,0.00029896373431476147,5.0,rollout,
4,-1.17229220867157,0.7012061146634581,0.6795416697870965,0.00029815940691897306,5.0,rollout,0.6500329375267029
5,-0.954310953617096,0.6973921865941801,,0.00029712739942028293,5.0,rollout,
6,-1.0285009145736694,0.696381950171076,,0.00029586930309945264,5.0,rollout,0.6479273438453674
7,-0.8660531997680664,0.6922906045852637,,0.00029438705784982027,5.0,rollout,
8,-1.08940132856369,0.7052636723758242,0.7209402587494187,0.0002926829491861255,5.0,rollout,0.6489664912223816
9,-1.1800938248634338,0.7128059882608696,,0.0002907596047204114,5.0,rollout,
10,-0.9653451919555665,0.6814334132315635,,0.00028861999011043737,5.0,rollout,0.64975506067276
11,-0.9910343647003174,0.6906268712503449,,0.00028626740448684966,5.0,rollout,
12,-1.1035584807395935,0.7089249899346302,0.701552343669196,0.00028370547536616097,5.0,rollout,0.6651912927627563
13,-1.1353668570518494,0.6959742852287887,,0.0002809381530573832,5.0,rollout,
14,-0.9801553368568421,0.6991394764402624,,0.0002779697045709368,5.0,rollout,0.6676255464553833
15,-0.9440874218940735,0.6872546281941884,,0.00027480470703923057,5.0,rollout,
16,-1.0214627027511596,0.7000981277525716,0.6729716819828322,0.00027144804065905466,5.0,rollout,0.6651725172996521
17,-0.9129444360733032,0.691304873447826,,0.0002679048811666714,5.0,rollout,
18,-0.8288397908210754,0.6866866499451184,,0.0002641806918572047,5.0,rollout,0.6641867160797119
19,-1.0857904076576232,0.7003413726729135,,0.00026028121516063503,5.0,rollout,
20,-0.9282292485237121,0.6972926069093938,0.6825116850390873,0.0002562124637873889,5.0,rollout,0.6602303981781006
21,-0.7810898542404174,0.686916783781601,,0.00025198071145717487,4.25,rollout,
22,-0.9578373432159424,0.6969818024852072,,0.00024759248322536254,4.25,rollout,0.659807026386261
23,-0.9469959139823914,0.6871617606730348,,0.0002430545454218202,4.25,rollout,
24,-0.9953577280044555,0.7058843899922573,0.7142686686207085,0.00023837389521772477,4.25,rollout,0.6597664952278137
25,-0.9219894647598267,0.6928431162707251,,0.00023355774983643056,3.6125,rollout,
26,-1.010609245300293,0.7021464786926476,,0.00022861353542503438,3.6125,rollout,0.6591563820838928
27,-0.717111074924469,0.6814075834890762,,0.00022354887560379483,3.6125,rollout,
28,-0.6657322883605957,0.6760813714379637,0.6993719293214091,0.00021837157971106228,3.6125,rollout,0.6604015231132507
29,-0.8283035516738891,0.6944503474554734,,0.00021308963076184555,4.154374999999999,rollout,
30,-0.8603609085083008,0.696019198171774,,0.00020771117313858096,4.154374999999999,rollout,0.6621944308280945
31,-0.8230573058128356,0.696607432002265,,0.00020224450003308525,4.154374999999999,rollout,
32,-0.8330125570297241,0.6923100802326482,0.6798197330294156,0.0001966980406590547,4.154374999999999,rollout,0.6638866662979126
33,-0.7451759099960327,0.6838851807347033,,0.00019108034725482865,4.777531249999998,rollout,
34,-0.5926915884017945,0.6829184029358148,,0.0001854000818964579,4.777531249999998,rollout,0.660717248916626
35,-0.7457407236099243,0.6855400364203614,,0.00017966600314141124,4.777531249999998,rollout,
36,-0.6804677665233612,0.6875250958406743,0.6912263653177513,0.00017388695252351457,4.777531249999998,rollout,0.656746506690979
37,-0.5953186988830567,0.6753175089141898,,0.0001680718409199468,4.060901562499998,rollout,
38,-0.5977663516998291,0.6744338905005611,,0.00016222963481131287,4.060901562499998,rollout,0.6579000353813171
39,-0.6144845366477967,0.6847553978192955,,0.0001563693424559808,4.060901562499998,rollout,
40,-0.7580939888954162,0.6896797976170916,0.6645053709067332,0.00015050000000000003,4.060901562499998,rollout,0.6579498052597046
41,-0.6332839131355286,0.683589010748582,,0.00014463065754401932,3.4517663281249984,rollout,
42,-0.48376492857933046,0.676774578913464,,0.00013877036518868723,3.4517663281249984,rollout,0.6560089588165283
43,-0.49911707639694214,0.6813140414586426,,0.00013292815908005334,3.4517663281249984,rollout,
44,-0.4811486780643463,0.678512890113094,0.6649018302804623,0.00012711304747648557,3.4517663281249984,rollout,0.6537275910377502
45,-0.4292374074459076,0.6714845280219098,,0.00012133399685858888,2.9340013789062485,rollout,
46,-0.5292078077793121,0.6761567412495648,,0.0001155999181035422,2.9340013789062485,rollout,0.6531664133071899
47,-0.5958143889904022,0.6854524721608027,,0.00010991965274517141,2.9340013789062485,rollout,
48,-0.43588114976882936,0.6722403917004193,0.672935862288111,0.0001043019593409454,2.9340013789062485,rollout,0.6524003744125366
49,-0.3541808784008026,0.6712660977254075,,9.875549996691486e-05,2.493901172070311,rollout,
50,-0.43830955028533936,0.6830808360903966,,9.328882686141912e-05,2.493901172070311,rollout,0.6528054475784302
51,-0.4026773512363434,0.6691679420716365,,8.791036923815458e-05,2.493901172070311,rollout,
52,-0.5046574771404266,0.6797335615686725,0.6673658899280885,8.26284202889378e-05,2.493901172070311,rollout,0.6560166478157043
53,-0.34063929319381714,0.6725715052749056,,7.745112439620525e-05,2.1198159962597645,rollout,
54,-0.4031541347503662,0.6792370677700175,,7.238646457496569e-05,2.1198159962597645,rollout,0.6558693647384644
55,-0.30732269287109376,0.6701636660597561,,6.744225016356947e-05,2.1198159962597645,rollout,
56,-0.41773598194122313,0.6729886079268212,0.6801004432297533,6.262610478227531e-05,2.1198159962597645,rollout,0.6573091745376587
57,-0.3266050279140472,0.6747695847574743,,5.794545457817988e-05,2.4377883956987287,rollout,
58,-0.32341478765010834,0.670432855839467,,5.340751677463759e-05,2.4377883956987287,rollout,0.6562149524688721
59,-0.28987403213977814,0.6771828410633172,,4.901928854282526e-05,2.4377883956987287,rollout,
60,-0.23515012860298157,0.6730623439302339,0.6889004334950288,4.4787536212611175e-05,2.4377883956987287,rollout,0.654083788394928
61,-0.28345879912376404,0.6730925590346859,,4.0718784839365026e-05,2.803456655053538,rollout,
62,-0.3646900236606598,0.6778088540958344,,3.6819308142795406e-05,2.803456655053538,rollout,0.6530083417892456
63,-0.32133630514144895,0.6719930153585315,,3.309511883332863e-05,2.803456655053538,rollout,
64,-0.26877973079681394,0.6731540602097803,0.6695796681233753,2.9551959340945387e-05,2.803456655053538,rollout,0.6539832353591919
65,-0.24312733262777328,0.6660922787307977,,2.619529296076953e-05,3.223975153311568,rollout,
66,-0.21197430789470673,0.6729526475213436,,2.3030295429063227e-05,3.223975153311568,rollout,0.6586074233055115
67,-0.19495764672756194,0.6626467705042094,,2.0061846942616862e-05,3.223975153311568,rollout,
68,-0.14697822332382202,0.6596173067208706,0.6596471662120359,1.729452463383902e-05,3.223975153311568,rollout,0.6577746868133545
69,-0.2322842299938202,0.6639518547325317,,1.4732595513150342e-05,2.740378880314833,rollout,
70,-0.22851506769657134,0.6672859716664421,,1.2380009889562637e-05,2.740378880314833,rollout,0.6575137972831726
71,-0.21965538412332536,0.6621662745238653,,1.0240395279588622e-05,2.740378880314833,rollout,
72,-0.2121999204158783,0.6656259247123522,0.664259281978778,8.31705081387455e-06,2.740378880314833,rollout,0.6574711799621582
73,-0.19595727920532227,0.6660322229473788,,6.612942150179751e-06,2.329322048267608,rollout,
74,-0.1867504373192787,0.6703869987556352,,5.130696900547356e-06,2.329322048267608,rollout,0.6559683680534363
75,-0.24932851791381835,0.6730936265132524,,3.872600579717052e-06,2.329322048267608,rollout,
76,-0.18921482861042022,0.6679193045182201,0.6566381928804212,2.840593081026921e-06,2.329322048267608,rollout,0.6540050506591797
77,-0.17551923394203187,0.6682595301698029,,2.0362656852385196e-06,1.9799237410274668,rollout,
78,-0.170903342962265,0.6694064446545472,,1.4608586068973696e-06,1.9799237410274668,rollout,0.6572229266166687
79,-0.19049765169620514,0.6697188906376581,,1.1152590820119264e-06,1.9799237410274668,rollout,
80,-0.2262146145105362,0.6668976512732344,0.6723465925057697,1e-06,1.9799237410274668,rollout,0.6559932231903076
