epoch,train_loss,train_cost,learning_rate,temperature,val_cost
1,8.72380256652832,0.49449532645325833,5e-05,3.5,
2,9.306761741638184,0.4953405973594931,4.998791072896043e-05,3.5,
3,9.550883293151855,0.5047450830131954,4.995165484649266e-05,3.5,
4,9.654487609863281,0.505361438410187,4.989126813277547e-05,3.5,0.7090311159092559
5,9.64940357208252,0.5106536105176801,4.980681018220472e-05,3.5,
6,9.032014846801758,0.495519178844413,4.9698364344580884e-05,3.5,
7,8.992532730102539,0.4897419097457096,4.9566037642852884e-05,3.5,
8,9.43858814239502,0.5033380691410528,4.940996066749932e-05,3.5,0.7064943104495491
9,5.135887622833252,0.4943842496137647,4.923028744765147e-05,3.5,
10,-3.8761348724365234,0.5052772699748186,4.9027195299085115e-05,3.5,
11,-4.22232723236084,0.5043468452719487,4.880088464923127e-05,3.5,
12,-4.351369380950928,0.49541168020102666,4.855157883937853e-05,3.5,0.43589962797636383
13,-4.01146125793457,0.49247545764493816,4.8279523904262166e-05,3.5,
14,-4.077310562133789,0.4916299717386232,4.798498832925754e-05,3.5,
15,-4.203463077545166,0.5058001864300562,4.766826278541748e-05,3.5,
16,-3.890376091003418,0.5007138188188457,4.7329659842615016e-05,3.5,0.4437154020956624
17,-4.272393703460693,0.5083768591065895,4.696951366107466e-05,3.5,
18,-3.908720016479492,0.4969739319179376,4.658817966159662e-05,2.625,
19,-4.067774772644043,0.5005430293024469,4.618603417479937e-05,2.625,
20,-4.205199241638184,0.48768834464915845,4.576347406972677e-05,2.625,0.4563544992563625
21,-3.613473415374756,0.4879389624409307,4.532091636218622e-05,2.625,
22,-4.005033016204834,0.4974995034334705,4.4858797803204417e-05,1.96875,
23,-3.5170557498931885,0.4938448159590295,4.437757444800684e-05,1.96875,
24,-3.9659101963043213,0.49534294671586865,4.387772120594626e-05,1.96875,0.4570683624651608
25,-3.9041080474853516,0.49296177785852935,4.335973137182458e-05,1.96875,
26,-3.768340826034546,0.4970138505050441,4.282411613907041e-05,2.4609375,
27,-3.5462117195129395,0.4793393237524576,4.227140409525287e-05,2.4609375,
28,-3.863741636276245,0.48481982677081026,4.1702140700429465e-05,2.4609375,0.45912348760137145
29,-3.7254796028137207,0.5061402469460643,4.111688774884289e-05,2.4609375,
30,-3.916576623916626,0.5035095904709506,4.051622281449792e-05,3.076171875,
31,-4.016750812530518,0.4990709270912535,3.990073868116559e-05,3.076171875,
32,-3.592411518096924,0.48580214098719554,3.92710427573772e-05,3.076171875,0.4586227741748127
33,-3.8639614582061768,0.4929031137893785,3.862775647698541e-05,3.076171875,
